,ID,url number,ACCIDENT LOCATION,ACCIDENT Date,Victim NUMBER,Vehicle 1,Vehicle 2,Vehicle 3
2103,2265,6023,dinajpur,"Dec 11, 2022, 04:08:07",1,bus,,
2104,2266,6025,dinajpur,"Dec 11, 2022, 04:08:23",1,bus,,
2105,2267,6026,dinajpur,"Dec 11, 2022, 04:08:23",3,bus,,
2107,2269,6028,phulbari,"Dec 11, 2022, 21:13:55",3,bus,,
2108,2270,6028,dinajpur,"Dec 11, 2022, 21:13:55",3,bus,,
2113,2275,6044,tarakanda,"Dec 13, 2022, 21:14:37",3,truck,rickshaw,auto
2114,2276,6045,chapainawabganj,"Dec 13, 2022, 21:14:37",1,truck,auto,
2116,2278,6049,pirojpur,"Dec 14, 2022, 04:09:33",2,bus,,
2122,2284,6069,sherpur,"Dec 15, 2022, 04:09:34",5,bus,,
2123,2285,6069,bogura,"Dec 15, 2022, 04:09:34",5,bus,,
2124,2286,6074,bhuapur,"Dec 15, 2022, 21:14:43",3,truck,bus,bike
2126,2288,6079,savar,"Dec 17, 2022, 04:09:02",2,bus,,
2127,2289,6083,kalkini,"Dec 17, 2022, 21:18:34",2,motorcycle,,
2129,2291,6087,kalkini,"Dec 18, 2022, 04:06:35",2,motorcycle,,
2131,2293,6089,madaripur,"Dec 18, 2022, 04:08:21",6,truck,bus,motorcycle
2132,2294,6089,kalkini,"Dec 18, 2022, 04:08:21",6,truck,bus,motorcycle
2135,2297,6104,brahmanbaria,"Dec 19, 2022, 22:54:54",3,bike,,
2137,2299,6105,rangpur,"Dec 19, 2022, 22:54:54",5,truck,rickshaw,auto
2138,2300,6109,rangpur,"Dec 20, 2022, 04:09:34",4,truck,rickshaw,auto
2139,2301,6110,rangpur,"Dec 20, 2022, 04:09:34",5,rickshaw,auto,
2140,2302,6116,gafargaon,"Dec 21, 2022, 04:09:28",1,car,rickshaw,auto
2143,2305,6124,hatia,"Dec 22, 2022, 05:45:02",1,car,train,auto
2145,2307,6131,sakhipur,"Dec 23, 2022, 04:14:10",3,truck,bus,
2147,2309,6132,sakhipur,"Dec 23, 2022, 04:14:25",3,truck,bus,motorcycle
2149,2311,6133,savar,"Dec 23, 2022, 21:03:06",8,bus,motorcycle,rickshaw
2150,2312,6133,kalma,"Dec 23, 2022, 21:03:06",8,bus,motorcycle,rickshaw
2151,2313,6134,savar,"Dec 23, 2022, 21:03:06",8,bus,motorcycle,rickshaw
2152,2314,6134,kalma,"Dec 23, 2022, 21:03:06",8,bus,motorcycle,rickshaw
2153,2315,6136,savar,"Dec 23, 2022, 21:04:44",3,bus,,
2154,2316,6136,kalma,"Dec 23, 2022, 21:04:44",3,bus,,
2157,2319,6140,savar,"Dec 24, 2022, 04:10:59",8,bus,motorcycle,rickshaw
2158,2320,6140,kalma,"Dec 24, 2022, 04:10:59",8,bus,motorcycle,rickshaw
2159,2321,6141,meherpur,"Dec 24, 2022, 04:11:14",7,truck,bus,car
2160,2322,6141,rangamati,"Dec 24, 2022, 04:11:14",7,truck,bus,car
2163,2325,6143,rangamati,"Dec 24, 2022, 04:11:14",1,bike,motorcycle,
2168,2330,6149,madaripur,"Dec 24, 2022, 04:14:38",1,bus,car,
2170,2332,6152,kurigram,"Dec 24, 2022, 13:52:22",5,truck,bus,bike
2171,2333,6152,trimohini,"Dec 24, 2022, 13:52:22",5,truck,bus,bike
2172,2334,6153,savar,"Dec 24, 2022, 13:52:22",8,bus,bike,motorcycle
2175,2337,6154,joypurhat,"Dec 24, 2022, 13:52:22",10,bus,bike,motorcycle
2176,2338,6161,daulatpur,"Dec 25, 2022, 04:08:32",1,bike,motorcycle,
2177,2339,6162,feni,"Dec 25, 2022, 04:08:32",8,bus,bike,motorcycle
2178,2340,6162,kurigram,"Dec 25, 2022, 04:08:32",8,bus,bike,motorcycle
2184,2346,6175,daulatpur,"Dec 25, 2022, 21:03:36",2,motorcycle,,
2186,2348,6181,jashore,"Dec 26, 2022, 04:08:58",3,car,motorcycle,
2187,2349,6182,jashore,"Dec 26, 2022, 04:08:58",3,car,bike,motorcycle
2189,2351,6183,jashore,"Dec 26, 2022, 04:08:58",3,car,motorcycle,
2190,2352,6183,manoharpur,"Dec 26, 2022, 04:08:58",3,car,motorcycle,
2191,2353,6185,jashore,"Dec 26, 2022, 04:08:58",3,truck,car,bike
2192,2354,6195,gazipur,"Dec 27, 2022, 04:08:44",1,bus,bike,motorcycle
2198,2360,6203,mohanpur,"Dec 28, 2022, 04:10:26",5,truck,bus,bike
2199,2361,6203,kadirganj,"Dec 28, 2022, 04:10:26",5,truck,bus,bike
2201,2363,6219,dhaka,"Dec 29, 2022, 04:09:08",1,bus,motorcycle,
2202,2364,6223,faridpur,"Dec 29, 2022, 21:02:50",3,truck,car,
2203,2365,6225,bhanga,"Dec 29, 2022, 21:04:11",2,truck,car,
2204,2366,6225,faridpur,"Dec 29, 2022, 21:04:11",2,truck,car,
2205,2367,6231,faridpur,"Dec 30, 2022, 04:09:19",4,truck,bus,car
2214,2376,6249,nababganj,"Dec 31, 2022, 04:09:07",10,bus,bike,
2215,2377,6249,dinajpur,"Dec 31, 2022, 04:09:07",10,bus,bike,
2217,2379,6257,nababganj,"Dec 31, 2022, 21:03:33",10,bus,bike,
2218,2380,6257,dinajpur,"Dec 31, 2022, 21:03:33",10,bus,bike,
2219,2381,6261,narayanpur,"Jan 01, 2023, 04:03:08",1,train,,
2220,2382,6261,gopalpur,"Jan 01, 2023, 04:03:08",1,train,,
2221,2383,6263,narayanpur,"Jan 01, 2023, 04:08:20",1,train,,
2222,2384,6263,gopalpur,"Jan 01, 2023, 04:08:20",1,train,,
2223,2385,6268,jashore,"Jan 01, 2023, 21:03:54",3,truck,,
2228,2390,6299,mohammadpur,"Jan 03, 2023, 04:09:05",1,motorcycle,rickshaw,auto
2230,2392,6308,khilgaon,"Jan 03, 2023, 21:56:38",1,train,,
2231,2393,6308,dhaka,"Jan 03, 2023, 21:56:38",1,train,,
2232,2394,6313,khulna,"Jan 04, 2023, 04:10:46",6,bus,car,motorcycle
2234,2396,6314,khulna,"Jan 04, 2023, 04:10:46",3,motorcycle,,
2235,2397,6314,khulna,"Jan 04, 2023, 04:10:46",3,motorcycle,,
2241,2403,6338,chattogram,"Jan 06, 2023, 04:09:57",4,truck,car,bike
2242,2404,6338,kapasia,"Jan 06, 2023, 04:09:57",4,truck,car,bike
2243,2405,6347,habiganj,"Jan 07, 2023, 04:04:08",5,truck,bus,
2244,2406,6347,madhabpur,"Jan 07, 2023, 04:04:08",5,truck,bus,
2245,2407,6349,madhabpur,"Jan 07, 2023, 04:04:08",5,truck,bus,
2246,2408,6349,habiganj,"Jan 07, 2023, 04:04:08",5,truck,bus,
2247,2409,6352,habiganj,"Jan 07, 2023, 04:11:45",3,truck,car,
2248,2410,6353,habiganj,"Jan 07, 2023, 04:12:04",4,truck,bus,
2249,2411,6354,noapara,"Jan 07, 2023, 04:12:04",5,truck,bus,
2250,2412,6354,habiganj,"Jan 07, 2023, 04:12:04",5,truck,bus,
2251,2413,6357,dhaka,"Jan 07, 2023, 04:12:04",2,bus,motorcycle,
2262,2424,6390,dhaka,"Jan 09, 2023, 04:08:41",1,bus,car,bike
2263,2425,6391,jashore,"Jan 09, 2023, 04:08:41",8,bus,motorcycle,
2266,2428,6403,dhaka,"Jan 10, 2023, 04:12:56",3,bus,,
2267,2429,6404,rangpur,"Jan 10, 2023, 04:12:56",3,bus,,
2268,2430,6408,rajshahi,"Jan 10, 2023, 21:03:41",11,truck,bus,bike
2269,2431,6408,rangpur,"Jan 10, 2023, 21:03:41",11,truck,bus,bike
2270,2432,6409,rajshahi,"Jan 10, 2023, 21:04:36",9,truck,bus,bike
2271,2433,6409,rangpur,"Jan 10, 2023, 21:04:36",9,truck,bus,bike
2272,2434,6412,paba,"Jan 10, 2023, 21:09:52",3,truck,motorcycle,
2273,2435,6413,rangpur,"Jan 10, 2023, 23:43:22",15,truck,bus,bike
2274,2436,6413,chandpur,"Jan 10, 2023, 23:43:22",15,truck,bus,bike
2275,2437,6414,rajshahi,"Jan 10, 2023, 23:43:22",9,truck,bus,bike
2276,2438,6414,rangpur,"Jan 10, 2023, 23:43:22",9,truck,bus,bike
2277,2439,6416,gachha,"Jan 11, 2023, 04:12:11",2,bus,,
2278,2440,6417,bhuapur,"Jan 11, 2023, 04:12:11",3,rickshaw,train,auto
2279,2441,6421,dinajpur,"Jan 11, 2023, 21:52:08",2,truck,rickshaw,
2280,2442,6421,faridpur,"Jan 11, 2023, 21:52:08",2,truck,rickshaw,
2282,2444,6427,rajshahi,"Jan 12, 2023, 04:06:49",11,truck,bus,bike
2283,2445,6427,rangpur,"Jan 12, 2023, 04:06:49",11,truck,bus,bike
2284,2446,6428,boalmari,"Jan 12, 2023, 04:06:49",2,truck,bike,motorcycle
2285,2447,6428,paba,"Jan 12, 2023, 04:06:49",2,truck,bike,motorcycle
2286,2448,6429,bhuapur,"Jan 12, 2023, 04:06:49",2,rickshaw,train,auto
2287,2449,6432,tejgaon,"Jan 12, 2023, 04:24:05",1,train,auto,
2288,2450,6433,dhaka,"Jan 12, 2023, 04:24:05",1,train,,
2293,2455,6443,dhaka,"Jan 13, 2023, 04:12:51",2,truck,rickshaw,auto
2294,2456,6455,dhaka,"Jan 13, 2023, 21:07:46",2,truck,rickshaw,auto
2295,2457,6459,lalmonirhat,"Jan 14, 2023, 04:03:46",1,train,,
2297,2459,6465,kaliganj,"Jan 14, 2023, 05:16:38",2,truck,bus,motorcycle
2298,2460,6466,kaliganj,"Jan 14, 2023, 17:30:52",3,truck,bus,bike
2299,2461,6466,jhenaidah,"Jan 14, 2023, 17:30:52",3,truck,bus,bike
2301,2463,6471,keraniganj,"Jan 15, 2023, 04:03:07",2,motorcycle,rickshaw,auto
2302,2464,6471,kartikpur,"Jan 15, 2023, 04:03:07",2,motorcycle,rickshaw,auto
2306,2468,6475,jhenaidah,"Jan 15, 2023, 04:08:57",8,truck,bus,bike
2307,2469,6475,jashore,"Jan 15, 2023, 04:08:57",8,truck,bus,bike
2318,2480,6502,khilgaon,"Jan 17, 2023, 04:04:05",1,bike,rickshaw,auto
2319,2481,6503,shariatpur,"Jan 17, 2023, 04:04:05",6,truck,,
2320,2482,6504,zajira,"Jan 17, 2023, 04:04:05",6,truck,car,
2321,2483,6504,shariatpur,"Jan 17, 2023, 04:04:05",6,truck,car,
2322,2484,6506,zajira,"Jan 17, 2023, 04:04:05",6,truck,auto,
2325,2487,6511,shariatpur,"Jan 17, 2023, 04:11:33",6,truck,car,train
2326,2488,6511,dhaka,"Jan 17, 2023, 04:11:33",6,truck,car,train
2327,2489,6516,shariatpur,"Jan 17, 2023, 04:11:33",1,truck,,
2328,2490,6517,shariatpur,"Jan 17, 2023, 04:11:33",6,truck,car,auto
2330,2492,6535,shariatpur,"Jan 19, 2023, 04:01:46",6,truck,car,
2332,2494,6537,chilahati,"Jan 19, 2023, 04:10:30",1,train,,
2335,2497,6555,gazipur,"Jan 20, 2023, 22:13:51",3,truck,motorcycle,rickshaw
2336,2498,6558,sultanpur,"Jan 20, 2023, 22:18:36",3,truck,rickshaw,auto
2337,2499,6559,gazipur,"Jan 20, 2023, 22:18:36",2,motorcycle,,
2340,2502,6561,gazipur,"Jan 21, 2023, 04:06:16",3,truck,motorcycle,rickshaw
2341,2503,6567,kashipur,"Jan 21, 2023, 21:03:38",2,bus,bike,motorcycle
2344,2506,6576,gazipur,"Jan 22, 2023, 04:40:59",1,truck,,
2346,2508,6579,chandra,"Jan 22, 2023, 21:17:37",3,truck,bus,bike
2348,2510,6580,bhanga,"Jan 22, 2023, 21:17:37",3,bus,motorcycle,
2349,2511,6580,faridpur,"Jan 22, 2023, 21:17:37",3,bus,motorcycle,
2352,2514,6584,faridpur,"Jan 22, 2023, 21:21:14",3,bus,motorcycle,
2353,2515,6584,khulna,"Jan 22, 2023, 21:21:14",3,bus,motorcycle,
2356,2518,6587,bhanga,"Jan 23, 2023, 04:13:28",3,bus,bike,
2357,2519,6587,faridpur,"Jan 23, 2023, 04:13:28",3,bus,bike,
2366,2528,6601,dhaka,"Jan 24, 2023, 07:40:10",1,bus,,
2382,2544,6626,thakurgaon,"Jan 25, 2023, 21:06:31",2,truck,motorcycle,
